Trust,Week beginning,Hospital,ICU Available,ICU Occupied,Non ICU Available,Non ICU Occupied,ED Attendances
BHSCT,2011-05-27,Belfast City Hospital,63,56,3006,2263,0
BHSCT,2011-05-27,Mater Infirmorum Hospital,42,30,1169,1178,794
BHSCT,2011-05-27,Musgrave Park Hospital,0,0,1560,1239,0
BHSCT,2011-05-27,Royal Belfast Hospital for Sick Children,56,32,525,431,653
BHSCT,2011-05-27,Royal Victoria Hospital,371,315,3957,3547,1101
BHSCT,2011-06-03,Belfast City Hospital,63,44,3006,2290,0
BHSCT,2011-06-03,Mater Infirmorum Hospital,42,35,1169,1181,830
BHSCT,2011-06-03,Musgrave Park Hospital,0,0,1646,1380,0
BHSCT,2011-06-03,Royal Belfast Hospital for Sick Children,56,34,509,445,599
BHSCT,2011-06-03,Royal Victoria Hospital,371,301,3957,3603,1094
BHSCT,2011-06-10,Belfast City Hospital,63,47,3006,2338,0
BHSCT,2011-06-10,Mater Infirmorum Hospital,42,34,1169,1157,814
BHSCT,2011-06-10,Musgrave Park Hospital,0,0,1638,1354,0
BHSCT,2011-06-10,Royal Belfast Hospital for Sick Children,56,36,525,450,596
BHSCT,2011-06-10,Royal Victoria Hospital,371,347,3936,3449,1094
BHSCT,2011-06-17,Belfast City Hospital,63,36,3006,2323,0
BHSCT,2011-06-17,Mater Infirmorum Hospital,42,34,1169,1142,768
BHSCT,2011-06-17,Musgrave Park Hospital,0,0,1648,1294,0
BHSCT,2011-06-17,Royal Belfast Hospital for Sick Children,56,29,525,467,566
BHSCT,2011-06-17,Royal Victoria Hospital,371,316,3957,3445,1136
BHSCT,2011-06-24,Belfast City Hospital,63,46,3006,2293,0
BHSCT,2011-06-24,Mater Infirmorum Hospital,42,25,1169,1101,795
BHSCT,2011-06-24,Musgrave Park Hospital,0,0,1648,1298,0
BHSCT,2011-06-24,Royal Belfast Hospital for Sick Children,56,40,525,474,614
BHSCT,2011-06-24,Royal Victoria Hospital,371,325,3957,3528,1124
BHSCT,2011-07-01,Belfast City Hospital,63,38,3006,2208,0
BHSCT,2011-07-01,Mater Infirmorum Hospital,42,33,1169,1062,764
BHSCT,2011-07-01,Musgrave Park Hospital,0,0,1656,1163,0
BHSCT,2011-07-01,Royal Belfast Hospital for Sick Children,56,44,525,489,536
BHSCT,2011-07-01,Royal Victoria Hospital,371,304,3957,3519,1126
BHSCT,2011-07-08,Belfast City Hospital,63,34,2904,2028,0
BHSCT,2011-07-08,Mater Infirmorum Hospital,42,33,1169,1102,816
BHSCT,2011-07-08,Musgrave Park Hospital,0,0,1560,1058,0
BHSCT,2011-07-08,Royal Belfast Hospital for Sick Children,56,28,525,387,508
BHSCT,2011-07-08,Royal Victoria Hospital,371,295,3957,3339,1017
BHSCT,2011-07-15,Belfast City Hospital,63,42,2908,2192,0
BHSCT,2011-07-15,Mater Infirmorum Hospital,42,34,1169,1121,788
BHSCT,2011-07-15,Musgrave Park Hospital,0,0,1634,1174,0
BHSCT,2011-07-15,Royal Belfast Hospital for Sick Children,44,23,525,381,475
BHSCT,2011-07-15,Royal Victoria Hospital,371,302,3957,3415,1068
BHSCT,2011-07-22,Belfast City Hospital,63,48,2904,2248,0
BHSCT,2011-07-22,Mater Infirmorum Hospital,42,29,1169,1083,808
BHSCT,2011-07-22,Musgrave Park Hospital,0,0,1644,1197,0
BHSCT,2011-07-22,Royal Belfast Hospital for Sick Children,42,27,525,406,484
BHSCT,2011-07-22,Royal Victoria Hospital,371,301,3957,3427,1056
BHSCT,2011-07-29,Belfast City Hospital,63,49,2904,2208,0
BHSCT,2011-07-29,Mater Infirmorum Hospital,42,32,1169,1091,806
BHSCT,2011-07-29,Musgrave Park Hospital,0,0,1608,1259,0
BHSCT,2011-07-29,Royal Belfast Hospital for Sick Children,50,34,525,402,527
BHSCT,2011-07-29,Royal Victoria Hospital,371,307,3957,3549,1175
BHSCT,2011-08-05,Belfast City Hospital,63,38,2904,2204,0
BHSCT,2011-08-05,Mater Infirmorum Hospital,42,33,1169,1092,720
BHSCT,2011-08-05,Musgrave Park Hospital,0,0,1570,1302,0
BHSCT,2011-08-05,Royal Belfast Hospital for Sick Children,52,50,525,417,543
BHSCT,2011-08-05,Royal Victoria Hospital,371,304,3957,3478,1162
BHSCT,2011-08-12,Belfast City Hospital,63,44,2904,2135,0
BHSCT,2011-08-12,Mater Infirmorum Hospital,42,30,1169,1070,796
BHSCT,2011-08-12,Musgrave Park Hospital,0,0,1578,1243,0
BHSCT,2011-08-12,Royal Belfast Hospital for Sick Children,56,40,525,438,522
BHSCT,2011-08-12,Royal Victoria Hospital,371,286,3957,3408,1140
BHSCT,2011-08-19,Belfast City Hospital,63,27,2904,2013,0
BHSCT,2011-08-19,Mater Infirmorum Hospital,42,21,1175,973,796
BHSCT,2011-08-19,Musgrave Park Hospital,0,0,1494,1157,0
BHSCT,2011-08-19,Royal Belfast Hospital for Sick Children,56,37,525,451,482
BHSCT,2011-08-19,Royal Victoria Hospital,371,280,3957,3253,1106
BHSCT,2011-08-26,Belfast City Hospital,63,38,2908,2038,0
BHSCT,2011-08-26,Mater Infirmorum Hospital,42,24,1169,1006,808
BHSCT,2011-08-26,Musgrave Park Hospital,0,0,1448,1173,0
BHSCT,2011-08-26,Royal Belfast Hospital for Sick Children,56,42,525,410,511
BHSCT,2011-08-26,Royal Victoria Hospital,371,299,3957,3168,1197
BHSCT,2011-09-02,Belfast City Hospital,63,50,2908,2099,0
BHSCT,2011-09-02,Mater Infirmorum Hospital,42,29,1169,1092,826
BHSCT,2011-09-02,Musgrave Park Hospital,0,0,1644,1270,0
BHSCT,2011-09-02,Royal Belfast Hospital for Sick Children,56,40,525,422,542
BHSCT,2011-09-02,Royal Victoria Hospital,371,336,3957,3398,1186
BHSCT,2011-09-09,Belfast City Hospital,63,58,2908,2277,0
BHSCT,2011-09-09,Mater Infirmorum Hospital,42,33,1169,1110,809
BHSCT,2011-09-09,Musgrave Park Hospital,0,0,1714,1172,0
BHSCT,2011-09-09,Royal Belfast Hospital for Sick Children,56,39,525,472,576
BHSCT,2011-09-09,Royal Victoria Hospital,371,325,3957,3464,1159
BHSCT,2011-09-16,Belfast City Hospital,63,56,2908,2257,0
BHSCT,2011-09-16,Mater Infirmorum Hospital,42,34,1169,1137,835
BHSCT,2011-09-16,Musgrave Park Hospital,0,0,1634,1164,0
BHSCT,2011-09-16,Royal Belfast Hospital for Sick Children,56,34,525,394,582
BHSCT,2011-09-16,Royal Victoria Hospital,371,292,3957,3536,1209
BHSCT,2011-09-23,Belfast City Hospital,63,58,2908,2226,0
BHSCT,2011-09-23,Mater Infirmorum Hospital,42,33,1169,1077,860
BHSCT,2011-09-23,Musgrave Park Hospital,0,0,1574,1224,0
BHSCT,2011-09-23,Royal Belfast Hospital for Sick Children,56,39,525,387,598
BHSCT,2011-09-23,Royal Victoria Hospital,371,309,3957,3608,1227
BHSCT,2011-09-30,Belfast City Hospital,63,58,2908,2165,0
BHSCT,2011-09-30,Mater Infirmorum Hospital,42,28,1169,1102,807
BHSCT,2011-09-30,Musgrave Park Hospital,0,0,1574,1152,0
BHSCT,2011-09-30,Royal Belfast Hospital for Sick Children,56,32,525,386,523
BHSCT,2011-09-30,Royal Victoria Hospital,371,293,3957,3382,1183
BHSCT,2011-10-07,Belfast City Hospital,63,53,2904,2246,0
BHSCT,2011-10-07,Mater Infirmorum Hospital,42,39,1169,1115,792
BHSCT,2011-10-07,Musgrave Park Hospital,0,0,1666,1280,0
BHSCT,2011-10-07,Royal Belfast Hospital for Sick Children,56,26,525,384,603
BHSCT,2011-10-07,Royal Victoria Hospital,371,312,3957,3452,1272
BHSCT,2011-10-14,Belfast City Hospital,63,62,2908,2264,0
BHSCT,2011-10-14,Mater Infirmorum Hospital,42,37,1169,1131,766
BHSCT,2011-10-14,Musgrave Park Hospital,0,0,1704,1349,0
BHSCT,2011-10-14,Royal Belfast Hospital for Sick Children,56,36,525,454,622
BHSCT,2011-10-14,Royal Victoria Hospital,371,327,3957,3491,1170
BHSCT,2011-10-21,Belfast City Hospital,63,47,2908,2225,0
BHSCT,2011-10-21,Mater Infirmorum Hospital,42,35,1169,1128,762
BHSCT,2011-10-21,Musgrave Park Hospital,0,0,1644,1399,0
BHSCT,2011-10-21,Royal Belfast Hospital for Sick Children,56,40,525,440,585
BHSCT,2011-10-21,Royal Victoria Hospital,371,294,3936,3576,1102
BHSCT,2011-10-28,Belfast City Hospital,63,37,2866,2234,0
BHSCT,2011-10-28,Mater Infirmorum Hospital,42,33,1169,1099,793
BHSCT,2011-10-28,Musgrave Park Hospital,0,0,1648,1336,0
BHSCT,2011-10-28,Royal Belfast Hospital for Sick Children,56,49,520,467,586
BHSCT,2011-10-28,Royal Victoria Hospital,371,296,3957,3472,1286
BHSCT,2011-11-04,Belfast City Hospital,63,53,2828,2164,0
BHSCT,2011-11-04,Mater Infirmorum Hospital,42,27,1169,1072,830
BHSCT,2011-11-04,Musgrave Park Hospital,0,0,1648,1389,0
BHSCT,2011-11-04,Royal Belfast Hospital for Sick Children,56,47,525,458,599
BHSCT,2011-11-04,Royal Victoria Hospital,371,307,3957,3330,1469
BHSCT,2011-11-11,Belfast City Hospital,63,50,2824,2225,0
BHSCT,2011-11-11,Mater Infirmorum Hospital,42,35,1169,1099,796
BHSCT,2011-11-11,Musgrave Park Hospital,0,0,1644,1378,0
BHSCT,2011-11-11,Royal Belfast Hospital for Sick Children,56,56,525,500,605
BHSCT,2011-11-11,Royal Victoria Hospital,371,320,3957,3477,1457
BHSCT,2011-11-18,Belfast City Hospital,63,44,2824,2256,0
BHSCT,2011-11-18,Mater Infirmorum Hospital,42,29,1169,1148,792
BHSCT,2011-11-18,Musgrave Park Hospital,0,0,1644,1426,0
BHSCT,2011-11-18,Royal Belfast Hospital for Sick Children,56,39,525,482,625
BHSCT,2011-11-18,Royal Victoria Hospital,371,317,3957,3596,1514
BHSCT,2011-11-25,Belfast City Hospital,63,37,2828,2225,0
BHSCT,2011-11-25,Mater Infirmorum Hospital,42,29,1169,1119,818
BHSCT,2011-11-25,Musgrave Park Hospital,0,0,1644,1341,0
BHSCT,2011-11-25,Royal Belfast Hospital for Sick Children,56,53,525,465,589
BHSCT,2011-11-25,Royal Victoria Hospital,371,315,3957,3504,1433
BHSCT,2011-12-02,Belfast City Hospital,63,43,2828,2232,0
BHSCT,2011-12-02,Mater Infirmorum Hospital,42,36,1197,1137,773
BHSCT,2011-12-02,Musgrave Park Hospital,0,0,1644,1335,0
BHSCT,2011-12-02,Royal Belfast Hospital for Sick Children,56,50,525,485,618
BHSCT,2011-12-02,Royal Victoria Hospital,371,321,3957,3535,1401
BHSCT,2011-12-09,Belfast City Hospital,63,44,2824,2207,0
BHSCT,2011-12-09,Mater Infirmorum Hospital,42,34,1233,1129,779
BHSCT,2011-12-09,Musgrave Park Hospital,0,0,1667,1455,0
BHSCT,2011-12-09,Royal Belfast Hospital for Sick Children,56,43,525,465,597
BHSCT,2011-12-09,Royal Victoria Hospital,371,325,3957,3645,1501
BHSCT,2011-12-16,Belfast City Hospital,63,51,2832,2132,0
BHSCT,2011-12-16,Mater Infirmorum Hospital,42,29,1197,1101,905
BHSCT,2011-12-16,Musgrave Park Hospital,0,0,1841,1302,0
BHSCT,2011-12-16,Royal Belfast Hospital for Sick Children,56,39,525,355,583
BHSCT,2011-12-16,Royal Victoria Hospital,371,319,3957,3531,1639
BHSCT,2011-12-23,Belfast City Hospital,63,57,2782,1667,0
BHSCT,2011-12-23,Mater Infirmorum Hospital,42,32,1197,1034,808
BHSCT,2011-12-23,Musgrave Park Hospital,0,0,1325,969,0
BHSCT,2011-12-23,Royal Belfast Hospital for Sick Children,56,45,525,342,569
BHSCT,2011-12-23,Royal Victoria Hospital,371,298,3985,2847,1429
BHSCT,2011-12-30,Belfast City Hospital,63,46,2675,1984,0
BHSCT,2011-12-30,Mater Infirmorum Hospital,42,38,1197,1144,861
BHSCT,2011-12-30,Musgrave Park Hospital,0,0,1509,1190,0
BHSCT,2011-12-30,Royal Belfast Hospital for Sick Children,56,55,513,436,620
BHSCT,2011-12-30,Royal Victoria Hospital,371,309,4030,3428,1579
BHSCT,2012-01-06,Belfast City Hospital,63,52,2671,2171,0
BHSCT,2012-01-06,Mater Infirmorum Hospital,42,34,1197,1149,827
BHSCT,2012-01-06,Musgrave Park Hospital,0,0,1763,1419,0
BHSCT,2012-01-06,Royal Belfast Hospital for Sick Children,56,55,525,485,626
BHSCT,2012-01-06,Royal Victoria Hospital,371,327,4020,3740,1496
BHSCT,2012-01-13,Belfast City Hospital,63,48,2671,2190,0
BHSCT,2012-01-13,Mater Infirmorum Hospital,42,39,1197,1124,803
BHSCT,2012-01-13,Musgrave Park Hospital,0,0,1761,1428,0
BHSCT,2012-01-13,Royal Belfast Hospital for Sick Children,56,61,525,506,633
BHSCT,2012-01-13,Royal Victoria Hospital,371,322,4020,3736,1414
BHSCT,2012-01-20,Belfast City Hospital,63,47,2671,2175,0
BHSCT,2012-01-20,Mater Infirmorum Hospital,42,33,1197,1165,869
BHSCT,2012-01-20,Musgrave Park Hospital,0,0,1763,1441,0
BHSCT,2012-01-20,Royal Belfast Hospital for Sick Children,56,61,525,525,594
BHSCT,2012-01-20,Royal Victoria Hospital,371,313,4020,3682,1428
BHSCT,2012-01-27,Belfast City Hospital,63,36,2671,2109,0
BHSCT,2012-01-27,Mater Infirmorum Hospital,42,38,1197,1178,846
BHSCT,2012-01-27,Musgrave Park Hospital,0,0,1763,1341,0
BHSCT,2012-01-27,Royal Belfast Hospital for Sick Children,56,66,521,526,726
BHSCT,2012-01-27,Royal Victoria Hospital,371,322,4020,3727,1411
BHSCT,2012-02-03,Belfast City Hospital,63,45,2715,2146,0
BHSCT,2012-02-03,Mater Infirmorum Hospital,42,38,1225,1158,818
BHSCT,2012-02-03,Musgrave Park Hospital,0,0,1751,1293,0
BHSCT,2012-02-03,Royal Belfast Hospital for Sick Children,56,58,521,532,734
BHSCT,2012-02-03,Royal Victoria Hospital,371,331,3964,3719,1488
BHSCT,2012-02-10,Belfast City Hospital,63,51,2748,2154,0
BHSCT,2012-02-10,Mater Infirmorum Hospital,42,37,1252,1176,880
BHSCT,2012-02-10,Musgrave Park Hospital,0,0,1735,1228,0
BHSCT,2012-02-10,Royal Belfast Hospital for Sick Children,56,59,515,492,750
BHSCT,2012-02-10,Royal Victoria Hospital,371,293,3922,3642,1496
BHSCT,2012-02-17,Belfast City Hospital,63,44,2748,2148,0
BHSCT,2012-02-17,Mater Infirmorum Hospital,42,34,1246,1171,862
BHSCT,2012-02-17,Musgrave Park Hospital,0,0,1735,1209,0
BHSCT,2012-02-17,Royal Belfast Hospital for Sick Children,56,59,525,537,705
BHSCT,2012-02-17,Royal Victoria Hospital,371,300,3922,3569,1544
BHSCT,2012-02-24,Belfast City Hospital,63,45,2748,2197,0
BHSCT,2012-02-24,Mater Infirmorum Hospital,42,39,1246,1171,909
BHSCT,2012-02-24,Musgrave Park Hospital,0,0,1723,1250,0
BHSCT,2012-02-24,Royal Belfast Hospital for Sick Children,56,57,525,539,775
BHSCT,2012-02-24,Royal Victoria Hospital,371,322,3922,3692,1574
BHSCT,2012-03-02,Belfast City Hospital,63,46,2748,2184,0
BHSCT,2012-03-02,Mater Infirmorum Hospital,42,36,1246,1185,880
BHSCT,2012-03-02,Musgrave Park Hospital,0,0,1735,1245,0
BHSCT,2012-03-02,Royal Belfast Hospital for Sick Children,56,53,525,512,715
BHSCT,2012-03-02,Royal Victoria Hospital,371,308,3922,3720,1544
BHSCT,2012-03-09,Belfast City Hospital,63,39,2748,2201,0
BHSCT,2012-03-09,Mater Infirmorum Hospital,42,32,1246,1153,837
BHSCT,2012-03-09,Musgrave Park Hospital,0,0,1735,1281,0
BHSCT,2012-03-09,Royal Belfast Hospital for Sick Children,56,49,525,527,771
BHSCT,2012-03-09,Royal Victoria Hospital,371,309,3922,3675,1485
BHSCT,2012-03-16,Belfast City Hospital,63,38,2888,2119,0
BHSCT,2012-03-16,Mater Infirmorum Hospital,42,33,1246,1156,895
BHSCT,2012-03-16,Musgrave Park Hospital,0,0,1735,1289,0
BHSCT,2012-03-16,Royal Belfast Hospital for Sick Children,56,54,525,505,752
BHSCT,2012-03-16,Royal Victoria Hospital,371,316,3922,3526,1418
BHSCT,2012-03-23,Belfast City Hospital,63,49,2888,2086,0
BHSCT,2012-03-23,Mater Infirmorum Hospital,42,37,1246,1147,870
BHSCT,2012-03-23,Musgrave Park Hospital,0,0,1739,1434,0
BHSCT,2012-03-23,Royal Belfast Hospital for Sick Children,56,57,525,478,733
BHSCT,2012-03-23,Royal Victoria Hospital,371,301,3922,3487,1443
BHSCT,2012-03-30,Belfast City Hospital,63,42,2868,2143,0
BHSCT,2012-03-30,Mater Infirmorum Hospital,42,37,1190,1123,836
BHSCT,2012-03-30,Musgrave Park Hospital,0,0,1739,1362,0
BHSCT,2012-03-30,Royal Belfast Hospital for Sick Children,56,56,525,475,680
BHSCT,2012-03-30,Royal Victoria Hospital,371,337,3922,3629,1469
BHSCT,2012-04-06,Belfast City Hospital,63,38,2860,1937,0
BHSCT,2012-04-06,Mater Infirmorum Hospital,42,29,1176,1138,808
BHSCT,2012-04-06,Musgrave Park Hospital,0,0,1739,1161,0
BHSCT,2012-04-06,Royal Belfast Hospital for Sick Children,56,38,525,462,599
BHSCT,2012-04-06,Royal Victoria Hospital,371,325,3922,3468,1356
BHSCT,2012-04-13,Belfast City Hospital,63,35,2860,2123,0
BHSCT,2012-04-13,Mater Infirmorum Hospital,42,30,1176,1147,837
BHSCT,2012-04-13,Musgrave Park Hospital,0,0,1747,1286,0
BHSCT,2012-04-13,Royal Belfast Hospital for Sick Children,56,43,525,513,629
BHSCT,2012-04-13,Royal Victoria Hospital,371,315,3922,3583,1483
BHSCT,2012-04-20,Belfast City Hospital,63,38,2860,2136,0
BHSCT,2012-04-20,Mater Infirmorum Hospital,42,31,1176,1162,851
BHSCT,2012-04-20,Musgrave Park Hospital,0,0,1735,1351,0
BHSCT,2012-04-20,Royal Belfast Hospital for Sick Children,56,47,511,533,692
BHSCT,2012-04-20,Royal Victoria Hospital,371,322,3922,3678,1506
BHSCT,2012-04-27,Belfast City Hospital,63,46,2860,2135,0
BHSCT,2012-04-27,Mater Infirmorum Hospital,42,29,1176,1133,831
BHSCT,2012-04-27,Musgrave Park Hospital,0,0,1735,1483,0
BHSCT,2012-04-27,Royal Belfast Hospital for Sick Children,56,43,511,527,721
BHSCT,2012-04-27,Royal Victoria Hospital,371,330,3940,3665,1543
BHSCT,2012-05-04,Belfast City Hospital,63,55,2860,2089,0
BHSCT,2012-05-04,Mater Infirmorum Hospital,42,34,1176,1132,819
BHSCT,2012-05-04,Musgrave Park Hospital,0,0,1743,1413,0
BHSCT,2012-05-04,Royal Belfast Hospital for Sick Children,56,45,513,510,743
BHSCT,2012-05-04,Royal Victoria Hospital,371,299,3880,3558,1472
BHSCT,2012-05-11,Belfast City Hospital,63,47,2780,2147,0
BHSCT,2012-05-11,Mater Infirmorum Hospital,42,35,1176,1150,843
BHSCT,2012-05-11,Musgrave Park Hospital,0,0,1797,1434,0
BHSCT,2012-05-11,Royal Belfast Hospital for Sick Children,56,48,509,504,735
BHSCT,2012-05-11,Royal Victoria Hospital,371,335,3852,3663,1482
BHSCT,2012-05-18,Belfast City Hospital,63,49,2840,2241,0
BHSCT,2012-05-18,Mater Infirmorum Hospital,42,31,1176,1167,840
BHSCT,2012-05-18,Musgrave Park Hospital,0,0,1805,1463,0
BHSCT,2012-05-18,Royal Belfast Hospital for Sick Children,56,55,513,525,711
BHSCT,2012-05-18,Royal Victoria Hospital,371,339,3852,3664,1472
BHSCT,2012-05-25,Belfast City Hospital,63,56,2860,2211,0
BHSCT,2012-05-25,Mater Infirmorum Hospital,42,30,1176,1147,939
BHSCT,2012-05-25,Musgrave Park Hospital,0,0,1805,1464,0
BHSCT,2012-05-25,Royal Belfast Hospital for Sick Children,56,46,519,506,738
BHSCT,2012-05-25,Royal Victoria Hospital,371,321,3852,3625,1689
BHSCT,2012-06-01,Belfast City Hospital,63,38,2860,2062,0
BHSCT,2012-06-01,Mater Infirmorum Hospital,42,26,1176,1110,905
BHSCT,2012-06-01,Musgrave Park Hospital,0,0,1789,1337,0
BHSCT,2012-06-01,Royal Belfast Hospital for Sick Children,56,43,524,497,656
BHSCT,2012-06-01,Royal Victoria Hospital,371,271,3852,3448,1491
BHSCT,2012-06-08,Belfast City Hospital,63,46,2860,2217,0
BHSCT,2012-06-08,Mater Infirmorum Hospital,42,32,1176,1132,816
BHSCT,2012-06-08,Musgrave Park Hospital,0,0,1805,1477,0
BHSCT,2012-06-08,Royal Belfast Hospital for Sick Children,56,57,533,478,650
BHSCT,2012-06-08,Royal Victoria Hospital,371,305,3852,3620,1478
BHSCT,2012-06-15,Belfast City Hospital,63,51,2860,2100,0
BHSCT,2012-06-15,Mater Infirmorum Hospital,42,31,1176,1083,833
BHSCT,2012-06-15,Musgrave Park Hospital,0,0,1805,1432,0
BHSCT,2012-06-15,Royal Belfast Hospital for Sick Children,56,64,539,457,594
BHSCT,2012-06-15,Royal Victoria Hospital,371,300,3852,3458,1529
BHSCT,2012-06-22,Belfast City Hospital,63,54,2860,2131,0
BHSCT,2012-06-22,Mater Infirmorum Hospital,42,30,1176,1124,871
BHSCT,2012-06-22,Musgrave Park Hospital,0,0,1841,1443,0
BHSCT,2012-06-22,Royal Belfast Hospital for Sick Children,56,55,536,476,639
BHSCT,2012-06-22,Royal Victoria Hospital,371,292,3852,3433,1456
BHSCT,2012-06-29,Belfast City Hospital,63,47,2860,2148,0
BHSCT,2012-06-29,Mater Infirmorum Hospital,42,19,1176,1085,850
BHSCT,2012-06-29,Musgrave Park Hospital,0,0,1771,1399,0
BHSCT,2012-06-29,Royal Belfast Hospital for Sick Children,56,39,526,495,636
BHSCT,2012-06-29,Royal Victoria Hospital,371,283,3852,3354,1506
BHSCT,2012-07-06,Belfast City Hospital,63,46,2860,2044,0
BHSCT,2012-07-06,Mater Infirmorum Hospital,42,28,1176,1069,727
BHSCT,2012-07-06,Musgrave Park Hospital,0,0,1805,1238,0
BHSCT,2012-07-06,Royal Belfast Hospital for Sick Children,56,47,526,460,496
BHSCT,2012-07-06,Royal Victoria Hospital,371,294,3852,3276,1372
BHSCT,2012-07-13,Belfast City Hospital,63,28,2760,2058,0
BHSCT,2012-07-13,Mater Infirmorum Hospital,42,27,1176,1085,805
BHSCT,2012-07-13,Musgrave Park Hospital,0,0,1813,1278,0
BHSCT,2012-07-13,Royal Belfast Hospital for Sick Children,56,38,495,435,545
BHSCT,2012-07-13,Royal Victoria Hospital,371,280,3852,3337,1457
BHSCT,2012-07-20,Belfast City Hospital,63,41,2720,2080,0
BHSCT,2012-07-20,Mater Infirmorum Hospital,42,37,1176,1070,813
BHSCT,2012-07-20,Musgrave Park Hospital,0,0,1805,1295,0
BHSCT,2012-07-20,Royal Belfast Hospital for Sick Children,56,24,488,429,504
BHSCT,2012-07-20,Royal Victoria Hospital,371,310,3852,3452,1496
BHSCT,2012-07-27,Belfast City Hospital,63,25,2720,2046,0
BHSCT,2012-07-27,Mater Infirmorum Hospital,42,33,1176,1092,783
BHSCT,2012-07-27,Musgrave Park Hospital,0,0,1805,1354,0
BHSCT,2012-07-27,Royal Belfast Hospital for Sick Children,56,33,484,410,498
BHSCT,2012-07-27,Royal Victoria Hospital,371,315,3852,3369,1461
BHSCT,2012-08-03,Belfast City Hospital,63,35,2720,2086,0
BHSCT,2012-08-03,Mater Infirmorum Hospital,42,30,1176,1080,871
BHSCT,2012-08-03,Musgrave Park Hospital,0,0,1805,1303,0
BHSCT,2012-08-03,Royal Belfast Hospital for Sick Children,56,42,489,444,559
BHSCT,2012-08-03,Royal Victoria Hospital,371,330,3852,3251,1510
BHSCT,2012-08-10,Belfast City Hospital,63,48,2676,2073,0
BHSCT,2012-08-10,Mater Infirmorum Hospital,42,29,1176,1099,865
BHSCT,2012-08-10,Musgrave Park Hospital,0,0,1841,1357,0
BHSCT,2012-08-10,Royal Belfast Hospital for Sick Children,56,37,495,452,559
BHSCT,2012-08-10,Royal Victoria Hospital,371,314,3852,3455,1625
BHSCT,2012-08-17,Belfast City Hospital,63,27,2692,2104,0
BHSCT,2012-08-17,Mater Infirmorum Hospital,42,25,1176,1081,875
BHSCT,2012-08-17,Musgrave Park Hospital,0,0,1805,1446,0
BHSCT,2012-08-17,Royal Belfast Hospital for Sick Children,56,45,495,432,544
BHSCT,2012-08-17,Royal Victoria Hospital,371,287,3852,3270,1522
BHSCT,2012-08-24,Belfast City Hospital,63,37,2692,1974,0
BHSCT,2012-08-24,Mater Infirmorum Hospital,42,19,1176,999,855
BHSCT,2012-08-24,Musgrave Park Hospital,0,0,1829,1318,0
BHSCT,2012-08-24,Royal Belfast Hospital for Sick Children,56,65,491,363,505
BHSCT,2012-08-24,Royal Victoria Hospital,371,260,3852,3157,1444
BHSCT,2012-08-31,Belfast City Hospital,63,34,2692,2029,0
BHSCT,2012-08-31,Mater Infirmorum Hospital,42,25,1176,1092,793
BHSCT,2012-08-31,Musgrave Park Hospital,0,0,1820,1357,0
BHSCT,2012-08-31,Royal Belfast Hospital for Sick Children,56,47,482,419,563
BHSCT,2012-08-31,Royal Victoria Hospital,371,278,3852,3301,1563
BHSCT,2012-09-07,Belfast City Hospital,63,39,2692,2137,0
BHSCT,2012-09-07,Mater Infirmorum Hospital,42,32,1176,1046,894
BHSCT,2012-09-07,Musgrave Park Hospital,0,0,1834,1396,0
BHSCT,2012-09-07,Royal Belfast Hospital for Sick Children,56,37,485,460,624
BHSCT,2012-09-07,Royal Victoria Hospital,371,307,3852,3387,1565
BHSCT,2012-09-14,Belfast City Hospital,63,51,2692,2086,0
BHSCT,2012-09-14,Mater Infirmorum Hospital,42,34,1176,1048,829
BHSCT,2012-09-14,Musgrave Park Hospital,0,0,1825,1335,0
BHSCT,2012-09-14,Royal Belfast Hospital for Sick Children,56,44,495,462,656
BHSCT,2012-09-14,Royal Victoria Hospital,371,291,3852,3341,1448
BHSCT,2012-09-21,Belfast City Hospital,63,51,2692,2107,0
